time,nagents,births,deaths_age,deaths_starvation,combat_kills,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_decision_entropy,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_trait_summary_stats,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_credit_network_metrics_avg_degree,calculate_credit_network_metrics_density,calculate_credit_network_metrics_max_degree,calculate_credit_network_metrics_n_edges,calculate_credit_network_metrics_n_nodes,calculate_factional_clustering_blue_attack_rate,calculate_factional_clustering_blue_initiated_attacks,calculate_factional_clustering_red_attack_rate,calculate_factional_clustering_red_initiated_attacks,calculate_factional_clustering_total_attacks,calculate_cultural_initiation_by_tribe_blue_initiated_transmissions,calculate_cultural_initiation_by_tribe_blue_transmission_rate,calculate_cultural_initiation_by_tribe_red_initiated_transmissions,calculate_cultural_initiation_by_tribe_red_transmission_rate,calculate_cultural_initiation_by_tribe_total_transmissions,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures,calculate_trait_similarity_metrics_avg_similarity,calculate_trait_similarity_metrics_count
122,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0,0,4,22,24,0.0,0.0,0.0,0.0,"Dict(:p25 => 0.0, :p75 => 0.0, :p50 => 0.0, :p90 => 0.0, :p99 => 0.0, :p95 => 0.0)",NaN,0.0,0.0,0.0,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,0,"Dict(""blue_proportion"" => 0.0, ""red_proportion"" => 0.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
